fid,display_name,verified_addresses,casts_count
197164,Hieu Pham ,['0xe8678fbecb76c557f48bbb949a114216cb1fd775'],1
3414,Drew Beechler,['0xba625bb4b560c8ed72a2b085b3fcf7b008cffeb0'],1
7550,Ayan 🦁,['0xf7f1314bc04b889030af9e05dd6b121f109c2b93'],1
195343,Xie,['0x928198118075ff997e85d9c3052c331649b907cf'],1
16081,Meg,[],1
191881,Huong Giang,['0xd9701bf62e33dc2aa68b3a30c87401b62589ea53'],1
21038,lotus,['0xb4a96cc30ef5f6c89a76417a4ec62410c1a8b269'],1
193425,Lammz ,"['0xc7b2e791ee0491c8df611d5ccfd87b17a0cb9897', '0xc7b2e791ee0491c8df611d5ccfd87b17a0cb9897', '0xc7b2e791ee0491c8df611d5ccfd87b17a0cb9897']",1
7123,Kuririn,['0x9538fd48f3c658cbd625c6fcb462926ced08e7a5'],1
200003,CryptoRoyalty,['0xfe2575c6402e56fa977651ea30bbfa0d3b4ae578'],1
4339,Mo,['0x4a29c8ff7d6669618580a68dc691565b07b19e25'],1
3647,Nick Smith,['0x0f9b1b68f848cb65f532bc12825357201726d3d2'],1
191136,∫21dx,['0x258a7afe8709dd2fff3f7a0ed4340f1efdfc32ef'],1
16099,TrishD,['0x7a5c9e31fafc9df4274251f51574521c9e0f7c9d'],1
188865,Hoa le ,['0xa8d2de212bff8a78f2587084dfc41a949ff23bda'],1
188688,159,[],1
23420,Maxi,"['0x7a27340ce20b2171077955713e5cc69f0bc73353', '0x7a27340ce20b2171077955713e5cc69f0bc73353']",1
1610,Brad Wilde,['0xaff17663febd9dd2d36ee2ce0cf6fe6795e71757'],1
203976,Robert_DPZ,"['0x373f504944c019bf3e99f474cdde6900717e90c2', '0x5ff84362413db8aa175a265bf998d584af395db6']",1
194927,Lufeitop,[],1
23257,585,[],1
21620,,[],1
20385,Juno Im,[],1
13478,Mohsin,['0x0882483be2b9135fbcf325b929b0d5af7854b7bd'],1
196160,Mike Shupp,['0x3f5602a8a9664817abc95bf0280a5a9f621f0287'],1
207867,Bjorn,['0xeffabdca809b3dabf83fcbf8f3088faf465d873a'],1
4564,Kevin,"['0xedd3783e8c7c52b80cfbd026a63c207edc9cbee7', '0x69689f02c4154b049fb42761ef8fa00808f1b7ea']",1
18776,Yatendra,['0xe70e3bc958760d27d02bbdcb0e9ea54571af31f1'],1
19498,CryptoMaxi,['0xecf96f8353cf96e8d678fa6e98ae2b63ce7955bb'],1
6602,WillyamPangestu,"['0x50d2dec635c48f5e8cede341df87c651c6cd5318', '0x213c4fcf1cee4452ef7d9cc3bc0b27f82885c6f2', '0xcd23d22a029bb76d6f3d6a0605f66f8da68f9281']",1
7707,Ajinkya,['0xac6be2b90c939648b2980d048a0e20b61f3c7771'],1
194410,Jira,['0x920705755d44b77ac27237d26fa0d1fb4d832033'],1
193601,TEMPLARASSASSIN,[],1
208702,Richie,"['0x43ebf60a58e30bce1309551c069648de546861f0', '0x43ebf60a58e30bce1309551c069648de546861f0', '0x43ebf60a58e30bce1309551c069648de546861f0', '0x43ebf60a58e30bce1309551c069648de546861f0']",1
193666,DINGxiang-,[],1
210288,Craig Lough,"['0x845db3dcdbca7e2d453300e6714a56fd684e2355', '0x845db3dcdbca7e2d453300e6714a56fd684e2355']",1
190922,Meo,"['0x8472c5e4f6c67de34bf088b4e5bf6f9db52269e3', '0x8472c5e4f6c67de34bf088b4e5bf6f9db52269e3']",1
783,0x,['0xbd629ccb15d8f7dea107a1006b0bc5316d666150'],1
210488,Dustin,[],1
193010,Spilla Nguyen,['0x016d933cf92434f2a2a4f6ae973adec154ad2d69'],1
191280,layerzero-cn,['0x6768aa3d352e3a3d94355a4d9f5bebdd8a3c64f9'],1
191855,Susie,['0x5d49bd7f71c6a8f77a9706d4bd149784c11f1b07'],1
13077,Naomi ,"['0xea79aace874e1203d4ff08f4cc7f713acc608236', '0x44bca7e527efc8ce8a8b2a83596ea66194dd9239']",1
193558,junhao1566,[],1
20260,tylerinternet,['0xf38c7980f7cd3ae27745bc3dfd5f166d042e838f'],1
17992,Het Pandya ,['0xbd8b8bc4bb1a364ff0768f20aec9b4c8150bfcae'],1
13588,Louis,"['0xdb7e172f4b5ffb04fa5e9fecc4b8dae083340361', '0xdb7e172f4b5ffb04fa5e9fecc4b8dae083340361']",1
192978,Rosamund,[],1
193405,Trym,['0xc9789b1ae7ecfc211f3d8edadf762a625f3cc50f'],1
18319,Huncho,['0x3d53a62d73048dbc279c2c15f6009556f3dfe130'],1
22246,Zoin,"['0xa7e6f51af4fbd7d1f4d95764bbc965cec4ad5b91', '0xa7e6f51af4fbd7d1f4d95764bbc965cec4ad5b91']",1
548,briang is live on unlonely,['0x141edb16c70307cf2f0f04af2dda75423a0e1bea'],1
198461,Jeff Weldon,[],1
5097,Loeber.eth,['0x660ba471aeef6dd8054f9e012e0b32d026a96d73'],1
8602,parseb,"['0xe7b30a037f5598e4e73702ca66a59af5cc650dcd', '0xe7b30a037f5598e4e73702ca66a59af5cc650dcd', '0xe7b30a037f5598e4e73702ca66a59af5cc650dcd']",1
194143,,[],1
14220,Fortnite,['0xcf628ca128f2c849cc73c0d9f755f58331c39c03'],1
205291,Ikari ,[],1
17937,Rohit Kumar Anant,['0xd47f59ed8d4e889363a79a56fedf64223609e29f'],1
17334,Raichu,['0x8726e150930b64318a0bf8f9d8a4f36c37659331'],1
23087,poomink,"['0x79bdda65c706cbda69c0ad4c8da1d3e91724f48d', '0x79bdda65c706cbda69c0ad4c8da1d3e91724f48d', '0x79bdda65c706cbda69c0ad4c8da1d3e91724f48d']",1
193791,det,['0xd78910c72ad46747dfef5d11bf837637c1074a2a'],1
193259,Kazuma,['0x9b00ce3fb353a08b08c42f9b052990a47e3c78bf'],1
195805,Ocdevil.eth,"['0xcaa30374bd717cca5e4528c26cf5845229160ad4', '0xcaa30374bd717cca5e4528c26cf5845229160ad4', '0xcaa30374bd717cca5e4528c26cf5845229160ad4', '0xcaa30374bd717cca5e4528c26cf5845229160ad4', '0xcaa30374bd717cca5e4528c26cf5845229160ad4', '0xcaa30374bd717cca5e4528c26cf5845229160ad4']",1
5491,Paul Dowman,['0x3c92e048441aefedb6799bcf6fbb0e2a4178aaaf'],1
80,Liam,['0x2fe31e981032bfcd71cce70a4ab5e4214f8b4860'],1
194314,Lisa,"['0xae081674a71539814a5463c4e847f004b9d398d5', '0xae081674a71539814a5463c4e847f004b9d398d5']",1
20158,Morning Coffee Sip,['0xc21a5ee89d306353e065a6dd5779470de395dbac'],1
192136,walker,['0x36268dfae0b96d2805738ed39fa3e0ef15299db3'],1
198370,Lefet,['0xd7dccb0f91b9670ba685c52aab1cd43b55f4af8d'],1
193696,Jessie,[],1
192072,G,['0x8f5fee9309c965d0a302c78e1339f1b7b5612e8f'],1
5062,Zach,['0xb48e8da63c2afc5633702b7acf4bde830c1de48b'],1
191127,starknet-cn,['0x2cda94b03e588c79ee69bd8f428695bbe457daf6'],1
3872,_slow_crypto,['0x7b994e111cd89c9391be815fa6fcd6ef2abfd053'],1
189830,Fran d’Amore,['0x2af297ed114b890aa647d4686fdf5fb203963ee8'],1
21031,Yonder,[],1
1733,nezzar.eth,['0x26bbec292e5080ecfd36f38ff1619ff35826b113'],1
188521,Denys,"['0xbac7a2c5811d84d28b7fe531a948c65c1b60e8d9', '0xbac7a2c5811d84d28b7fe531a948c65c1b60e8d9']",1
196558,Jaadasss,[],1
20967,Fiat,[],1
194362,G00,[],1
6945,Alex- Yup Community Co-Lead,['0x9cf7036aef81df2c0e48de0bb2e32270ee3283d5'],1
192601,bohdan ,['0x62dd801975b588c187849ee25112a9d9ab1b08e8'],1
199075,Tomas,['0xbff0310e18497bed4199e3a6ad13ac1a8e799cc4'],1
197283,Zk8778x,['0x5f951483c6bc7f4146eee0ab2cf916ca165889ef'],1
10227,Vid Kersic | kersic.eth,['0x7c0d681098a9d46bd34637870c3afa4bfc9ec720'],1
8558,Almar van der Krogt,"['0x656e4b63e9639904f2883eced9e246a23a7059f4', '0x521bd6b08e7f61c00380c5a7bdcc18872d40da00', '0x3d632bf87f758b33168a8f68839050eaa7e08e1f', '0xa368a7a5aac68417260840cef085e31d1e7f2b4c', '0x7ff85f91f581cce0a329e98abcd920f6b4de3782', '0x9dd624194f886fdf476acb63d173a31708e02a72']",1
191179,Olivia,['0x639fc8cbe21c0a2dd43cd96e8b4e498e7fa9cdaf'],1
209940,EzR3aL,[],1
198469,Maksims,['0x350fb44bc30ab370414e90520b3c9ceb643ff1c4'],1
10157,Vishal Sachdev ,['0x63e884eea4d1a500f9903b7701d371b0cbae590f'],1
20633,marc,['0xe05149b1f3fc90b1832106233616abf1eed1a127'],1
193646,okweb3007,[],1
14496,Varun Kumar,['0x2f526aaba4d27eedc11564eb2113c803b76d5f80'],1
190355,LOR,[],1
794,drew fagin 🌊,"['0xfee41e0f01112d9bdaa73a5a368f4afb4d9baa08', '0xfee41e0f01112d9bdaa73a5a368f4afb4d9baa08']",1
19238,Maintenance,['0x0531fea6d198171c7a1dbe559307b051222c8ca0'],1
17354,acseth,['0x2499bdf18e33eb830bcf0d1c1e47b7e0cca07071'],1
21807,johnpaul,"['0xbcad0914338b6aaff27f5fcb6de531e22c517353', '0xbcad0914338b6aaff27f5fcb6de531e22c517353']",1
189704,Avocado,['0x69a00fafe7e935fde9ecb5c53f23e0e409a33e12'],1
193141,AHG,[],1
13988,rishirish,[],1
194969,lei,['0x5718c541bf550b445a64be27f0a046cfc5525206'],1
192913,Meg,[],1
193237,Herrheld,['0x7bba1d555ef3faa2a9b4799f82b1d5171aff9c1a'],1
876,Punia,['0x421f223e19877d9765ecd6e8ec4812457229b36a'],1
208745,CryptoDev,[],1
203484,Yusuf,[],1
11124,dusan,['0x000cbf0bec88214aab15bc1fa40d3c30b3ca97a9'],1
202270,Christi Holder,[],1
134054,Max Ogles,['0xfbe1e34ae9f190eeb886d824f2c06a01734fc2da'],1
191629,Blaisinho10,[],1
196247,flame,"['0xfc2ee91d24fd57ab5d382c92818ccbcfeb854b56', '0xfc2ee91d24fd57ab5d382c92818ccbcfeb854b56', '0xfc2ee91d24fd57ab5d382c92818ccbcfeb854b56']",1
11608,Tyler Cosgrove,['0x4690bb449179002e022bba29efeebdb6ffa6bdcc'],1
200826,Carlo Gebilagin,['0xd4d934d4b469c3407a98d5675794c94dbf6ced42'],1
188224,metachay,[],1
11548,McOso,"['0xd095e0f8c72e22319846b643c4bac0cac1f67006', '0xd095e0f8c72e22319846b643c4bac0cac1f67006']",1
204227,jmarwoziel.eth,['0x685430e01ebe6abd6163590e6ef4901236b5910b'],1
196040,builder.fi,[],1
139,Jess Sloss ,[],1
204798,Justin,[],1
188479,Nambit.zk| Builder zkSync Era,['0x7ad4ed3ef1efeb3b1937e659de6e63e893b70160'],1
189694,WeO,['0x5be7e87b70cf261756e1a11d4def7a03131f7810'],1
5770,rssi.eth,['0xf1ff7b66afb70ca3b2b1f6594f59187bfc5897c9'],1
193366,henryTran,"['0x4ec1d7dcfb0606acb15afc4b0937890d915aa3c9', '0x4ec1d7dcfb0606acb15afc4b0937890d915aa3c9', '0x4ec1d7dcfb0606acb15afc4b0937890d915aa3c9', '0x4ec1d7dcfb0606acb15afc4b0937890d915aa3c9', '0x4ec1d7dcfb0606acb15afc4b0937890d915aa3c9', '0x4ec1d7dcfb0606acb15afc4b0937890d915aa3c9', '0x4ec1d7dcfb0606acb15afc4b0937890d915aa3c9', '0x4ec1d7dcfb0606acb15afc4b0937890d915aa3c9', '0x4ec1d7dcfb0606acb15afc4b0937890d915aa3c9', '0x4ec1d7dcfb0606acb15afc4b0937890d915aa3c9', '0x4ec1d7dcfb0606acb15afc4b0937890d915aa3c9']",1
3147,Yash,['0xf220f05b4830095be149085041735f197ee3d5aa'],1
976,Ben Adamsky,['0x64ff33b653b26edcb4644e27d3720f3c653f8371'],1
202887,Mario Karkelanov,"['0xcf3a615a18cb03ad7b354689815fc67eeceee9e8', '0xcf3a615a18cb03ad7b354689815fc67eeceee9e8']",1
203649,Alonso,[],1
202225,Hidden Agenda,[],1
22473,夜曲 yequ.eth,['0x79fc15fde617f9b2032433878afae6f7ee525558'],1
19401,Ola,"['0x0c23abd530f089977899279a6006ef70f9c8a31b', '0x0f21afaeb0d28c1c08bb7f0a9d4eb07d117cdbcf']",1
643,Jon 🔵,"['0x02a6cb87a1f11406895ecf342c6c7d38cfef5cdf', '0xca39063539e71e572f1d2762ebaa61c8dd6d07bc']",1
192008,Avalyn,['0x6e543fd8a391fce4514f31eee7cd48889437aea3'],1
206946,tommi,['0xa863cae00483e45f34f4fba6e7131b3546c5ad2b'],1
192771,James,['0x2b9338f90182dab6d485dc2ff2e185407f17b442'],1
188527,Ruslan,"['0x79c4ade4d69227b64ba60e506109034ae7fbf0ee', '0x79c4ade4d69227b64ba60e506109034ae7fbf0ee']",1
193182,TY,[],1
12697,Pseudomata,['0x7334ca7b5536dbef07fe29a1af3cf2348f09a7b4'],1
195718,Ben on Duty,['0x8e3197ddab2fb00bbf18142f7398d2cf5967b2a6'],1
191099,don,[],1
193069,yottu,"['0x0ac4dd0d43a587b5f44afd3c4e47ce49a5713292', '0x0ac4dd0d43a587b5f44afd3c4e47ce49a5713292']",1
22216,shiwai,[],1
196198,Nazli,"['0xa26e1e21bb6e233a1c6c3b2ce9ac15bb5e5b9ac5', '0xa26e1e21bb6e233a1c6c3b2ce9ac15bb5e5b9ac5']",1
194248,yangguangmingmei,[],1
193078,Otto,"['0x8d61c148a41f67d3b4d19e1532b464121ef865c9', '0x8d61c148a41f67d3b4d19e1532b464121ef865c9']",1
188955,Kyle,"['0xdcc72e4bd8745ee64bf67a880086ab9c22dabeb8', '0xb202de53696392d116cccec4f7ebd800a511e59f']",1
5948,jam,['0x51e6f5560c7ac0ab63fa4e0f77375172d6775ab5'],1
18460,Truth Or Dare,"['0x583c2f4e7cdbc6f234aa4b535e003c87cb294eca', '0xaf65799c035a82a5e49bd464a9daeb07ba142341']",1
193066,AmpNat,"['0x29596a0e498952e950748bfdb571a321a6db8840', '0x29596a0e498952e950748bfdb571a321a6db8840', '0x29596a0e498952e950748bfdb571a321a6db8840']",1
194164,dingrose999,[],1
1795,Alex Loukissas,[],1
6962,aeto,['0x1297ad486549a430d59d9d5f99ed7c216b6e77dd'],1
193476,Mavel the Ghost,"['0xfcd16dfe976a19dd6140c64ea43e51f429e5f283', '0x7113e54bb1aab1de05d907623a016461fa8d4027']",1
201814,Mark,['0xdcfbf1b9392e2f5a92ad39a7d9a9e8fa464aa24b'],1
162,Kostas Christidis,['0xe6a6a2f2878f400f2b86262f6a2d5e76e7bf5604'],1
18193,Vandy,['0xaaf773699e7e05ee899f2687674ae1b35b9ffc65'],1
196233,©0xlad | 29723.eth🌸,['0xe30a74eb9cff806e9627a11ea066501941d262ae'],1
19016,Darel Ran,['0x1a488a9c4282a05e6d7594e598fb879aa8013690'],1
194348,Alexander,['0x94601d19f4ad2516343a05384f59b1ea0513767f'],1
4372,Komorebi88,"['0xd3e401814d1faa8ca0419ecccbfee93ac7b15b31', '0x1a4370fdd7173d0a41ff7c63a8e0249479ba0225', '0x78b31308d672cfd7b4a54b33fa51497ec76e720f', '0xac83136532e1333460d8d173a580970dac114c01', '0xfeae0bb6e45e549a3618d80840530e5e066649c4']",1
18793,Lanh93,['0x64c8d57ef262ec6f8459f7df256e865e4692d0c2'],1
188022,look,[],1
20723,komorebi,['0x857453638b8ab1a73bc588ecd594002e37e24276'],1
192873,bear,[],1
194148,sekngan,[],1
970,William Allen,[],1
15865,Shiba,"['0x55bc99246e6de884172c280dac18c6c844f518f9', '0xc59b9d4cdffd642a8e94a17b609eb9c561dbe133']",1
192608,Stefano Bernardi ,[],1
847,meesh,['0xb76eb3dfdc2c729967e6e5b2440698673d15e7ff'],1
16407,rickdee,['0xecec188d4299d8f00d8942f9b2e9b7210e9bb614'],1
196529,Daniel Haskett,[],1
16946,thedomaindealer.eth,[],1
21326,Tom Cosgrove,[],1
193781,luluweb3,[],1
22156,Hubert,[],1
10990,Timbrrr  q/`!`r,"['0x0ec47b8e26fd39dfdb6ab68303e40aec3726a8de', '0xa69530e88096c6221042394f9fcd5d9e419cde54', '0x0ec47b8e26fd39dfdb6ab68303e40aec3726a8de']",1
187712,jiushilm,[],1
202134,GPSCrypto,[],1
193303,starkmen,[],1
18847,Sam,['0xdc869cbd2d6f3039ab2c89b921b0a90dc783dcb3'],1
194305,Jotaro,[],1
190961,Linda,[],1
12463,Leon,[],1
195532,Hunkel,['0x892757d14eba011b6d25236bcab3ea79b0fde530'],1
23308,Thebank,"['0x0bf1fee0f3dbb4031e4c12e2985df93f267d53ab', '0x0bf1fee0f3dbb4031e4c12e2985df93f267d53ab']",1
195913,Songcamp,['0xfc4852b5e3af65058cdfe1d1dce26946c0c1975f'],1
189065,Snowsledge,['0xf040aedf10948c1f69249226e22eb4856471a3aa'],1
194283,,[],1
192577,Apurva Mishra ,['0x282681e73748455637adb4487c8d6ee57356ae24'],1
10648,Sitaram Kakarlamudi,['0x58da7d16fbfad412a085e9fee959a82ec5484eef'],1
190975,上官,['0x6367e97289fd03f8be4cce9f7d74baff3c795005'],1
191475,eric.eth,['0x47b78acc6d29428f128eb04b467d316e548e4b89'],1
188008,ultra,"['0x5e67d0ad959bd09b265d5baca131a86df2d6c518', '0x5e67d0ad959bd09b265d5baca131a86df2d6c518', '0x5e67d0ad959bd09b265d5baca131a86df2d6c518']",1
196066,@Plan_DeFi,"['0xdbb3248b1a9a4bc33d79487e4d8b08b7b9a8b261', '0xdbb3248b1a9a4bc33d79487e4d8b08b7b9a8b261', '0xdbb3248b1a9a4bc33d79487e4d8b08b7b9a8b261']",1
21465,Warren Paul Anderson ,[],1
194185,,[],1
22214,,[],1
21586,StarFleetX,['0xe60ae979eba8a4868fae632464306ddd6b712ae9'],1
189223,taro,"['0x85088b35a48c95f152b3089f1517f3645c3ee71f', '0x4b826af527a98885508a1661c0f4c4f3b34faad5', '0x4b826af527a98885508a1661c0f4c4f3b34faad5']",1
15071,Tim,['0x7febada1daefda307c6f52f4818de6fe190c5b82'],1
17643,vidushak,[],1
188134,Trương Phúc Thịnh,"['0x0feed474c73310e5ae8ae335b160cc151daaf35c', '0x0feed474c73310e5ae8ae335b160cc151daaf35c']",1
17838,Milad,"['0x9e0e9d25a5ed9bc773f91691f0b45599255257b1', '0xa1a2359bb1c51c4b30d787a3bf76a6819e3ee083', '0xe88020cb9b70eaf8dc524d2dbd68a1addf278ee8', '0x7217556a19dedd3bb7fba8464014a6dfea003814', '0x3d96dd44de685cb63404e5cd6ef018259550150a']",1
7495,AC,[],1
206570,Fookinnowan,[],1
21700,Duy Nguyen,['0x5bf6681a73a33a076c5569a4e729f41ae20bd901'],1
18304,Adam,['0x34a4cc4fbbc87ea540a11e357d9776debc275b4f'],1
189590,Zer0Luck,['0x9b399d329a3cdfb635817ec73d4117bf3cc27a39'],1
17929,Swapnil,['0xdaa871a678a17e06b6322da0398bd65d17829ced'],1
190765,Do Manh Cuong,['0xe8240c842e4365b182122c0ae460e094fbfe9d9d'],1
20758,Orson,['0x90d3c980149ccbd039292ceee75b3186da05c998'],1
192669,0xDave,[],1
4489,Swastik Garg,[],1
188656,jiangxiansen,[],1
23830,Danjo,['0x21e32405336774f24c29bf1d41629c65dde2aaed'],1
195790,Novalunosis,"['0xd3ac6140221f383357b6eef7ca199ea346819460', '0xd3ac6140221f383357b6eef7ca199ea346819460']",1
194464,Prayag Singh,[],1
19223,ruvaag,[],1
205008,Mr. Pure,[],1
189511,simplesqueeze,['0x370f2b7cb212617ef1353bb20e8e66dc5950374f'],1
21597,Charles,[],1
18739,namevgo,['0x011f4fab145210f8bde8ec77cb360cea0949e262'],1
3831,Jonah Erlich,['0x08c6cab5bf0ae77833c5cbf8d2dd934a9253cd7b'],1
12095,Kody • Smoothly,['0xb645ea519d3bb18a03eb0e059e5f6a70a793b4fc'],1
7412,ramoz,[],1
208974,Milad Genius,[],1
14965,0xoldboy,['0xcc4f1cb6064a69ac83a5133ffcf09217ae33c2cf'],1
195742,Zhen,[],1
194335,Xzer0.eth,"['0x5c16af050a49eca861348fc07ec5f287ac047237', '0x5c16af050a49eca861348fc07ec5f287ac047237']",1
188063,Noxxxwill,['0x64154ce860a91ab6b58c7ba50a62570666f7dda1'],1
24190,ghostizbud,"['0x0aac011058e332bab220c42ffae2164894e04dbf', '0x0aac011058e332bab220c42ffae2164894e04dbf']",1
194828,,[],1
16979,Ethna Yuu,[],1
2941,Britten Wolf,['0x8c3de1f6375c0f0c1a3884334bd1bb12c881eb7a'],1
192390,Danny Dang,"['0xc960517dee7a3fc8b1f28481fd82756023d3470d', '0xc960517dee7a3fc8b1f28481fd82756023d3470d']",1
187743,franksg,[],1
21169,payam,[],1
193489,Coinbull,['0x0a3a42c4fdbdb253bb8c8c69f975360b9e751599'],1
21468,cole,['0xd56df186ca9468129ebaeef08397ff7f4903200f'],1
11487,ledger,['0xd03ad690ed8065edfdc1e08197a3ebc71535a7ff'],1
1303,boop,"['0x5adf1c982bde935ce98a07e115ff8d09254ecb1b', '0x5adf1c982bde935ce98a07e115ff8d09254ecb1b']",1
12569,hanjiang,['0xf05abab203216009f6e41920845ed940c947acc1'],1
23763,Scottham,"['0x0061e7958aa1f6bbda7ffdb4d079fa2d413263dd', '0x0061e7958aa1f6bbda7ffdb4d079fa2d413263dd']",1
188985,LE NHAT,['0xb249d7922a7c5f9843284580e442a715df065f6b'],1
191108,1993,"['0x0407b4ebe83439d735208df0f6235bee56dc64ea', '0x0407b4ebe83439d735208df0f6235bee56dc64ea']",1
10174,Ray F. - Yup Community Co-Lead,"['0xe36070cb88351b94605f8ae78ccf92627c94814e', '0xe36070cb88351b94605f8ae78ccf92627c94814e']",1
5972,cadmonkey,['0x7cd29e0df7e442068e5751b638c9086fb62c50fa'],1
192893,GoldenDragon,[],1
195937,under30bnb,['0x35e249c6a448fc26be1038e9a5799990182df439'],1
189059,Chuong,"['0xefa54f09c318984c21da1a942775d1fd7ad889a9', '0xefa54f09c318984c21da1a942775d1fd7ad889a9']",1
199860,ARUNAS KAZAKEVICIUS,"['0xb88dc9f2675118621a1d13312e6fe6c0846c57aa', '0xb88dc9f2675118621a1d13312e6fe6c0846c57aa']",1
12518,M.F.L,['0xf7256ed518fa3a8b1ddb2bbb0cd0071617df7bf4'],1
189737,Crypto4light,"['0x69a5ce260e565305da9f900a602cc9aba4ac816f', '0x69a5ce260e565305da9f900a602cc9aba4ac816f']",1
210728,Andrej Planinsek Gerencer,"['0x52cc358de1ca4df0794130045f1b2a64ae5756c4', '0x52cc358de1ca4df0794130045f1b2a64ae5756c4']",1
195820,Le Quoc Anh Tuan,"['0x42eed31a8bb26099364b301ae087acfb037ba864', '0x42eed31a8bb26099364b301ae087acfb037ba864', '0x42eed31a8bb26099364b301ae087acfb037ba864']",1
2023,Orange DAO 🍊,[],1
15846,Mask,"['0x65d3375f1e626f3bd2f35183da5a11222ecf4370', '0x65d3375f1e626f3bd2f35183da5a11222ecf4370']",1
188887,Chinese,[],1
205913,Riscalbert,[],1
13181,0703,['0xb6c6f265ecea1c8606c7f2773073baf63969a509'],1
14405,Mr.Nft 🟪,"['0x29ede514a3cee2edf888f5bae496b8cd102f8bc0', '0xb4c43984cf91ec111ae95006d12d303f8798f90e', '0x407df19995bba21e71ec6e6b72feba70318031be']",1
192223,PD Love CRYPTO,['0x8f534c2d5a3f30d1d1b3a29a0518853d92d8531a'],1
3811,Will,['0x69ec014c15baf1c96620b6ba02a391ababb9c96b'],1
